Pickup Location,Hour,Date,ride_count,DayOfWeek,IsWeekend,Pickup_loc_code
Area-25,4,23/01/2024,1,1,0,17
Area-25,4,27/01/2024,1,5,1,17
Area-25,5,03/01/2024,1,2,0,17
Area-25,5,09/01/2024,2,1,0,17
Area-25,5,10/01/2024,1,2,0,17
Area-25,5,13/01/2024,1,5,1,17
Area-25,5,14/01/2024,3,6,1,17
Area-25,5,17/01/2024,2,2,0,17
Area-25,5,18/01/2024,2,3,0,17
Area-25,5,19/01/2024,1,4,0,17
Area-25,5,25/01/2024,1,3,0,17
Area-25,5,27/01/2024,1,5,1,17
Area-25,6,01/01/2024,1,0,0,17
Area-25,6,07/01/2024,1,6,1,17
Area-25,6,16/01/2024,1,1,0,17
Area-25,6,20/01/2024,1,5,1,17
Area-25,6,21/01/2024,2,6,1,17
Area-25,7,05/01/2024,2,4,0,17
Area-25,7,06/01/2024,1,5,1,17
Area-25,7,10/01/2024,1,2,0,17
Area-25,7,11/01/2024,2,3,0,17
Area-25,7,12/01/2024,1,4,0,17
Area-25,7,13/01/2024,2,5,1,17
Area-25,7,16/01/2024,1,1,0,17
Area-25,7,17/01/2024,1,2,0,17
Area-25,7,21/01/2024,1,6,1,17
Area-25,7,24/01/2024,1,2,0,17
Area-25,7,25/01/2024,1,3,0,17
Area-25,7,28/01/2024,1,6,1,17
Area-25,7,30/01/2024,2,1,0,17
Area-25,8,01/01/2024,1,0,0,17
Area-25,8,06/01/2024,1,5,1,17
Area-25,8,07/01/2024,2,6,1,17
Area-25,8,13/01/2024,1,5,1,17
Area-25,8,18/01/2024,1,3,0,17
Area-25,8,19/01/2024,3,4,0,17
Area-25,8,30/01/2024,1,1,0,17
Area-25,9,01/01/2024,1,0,0,17
Area-25,9,07/01/2024,1,6,1,17
Area-25,9,11/01/2024,1,3,0,17
Area-25,9,14/01/2024,1,6,1,17
Area-25,9,17/01/2024,1,2,0,17
Area-25,9,28/01/2024,1,6,1,17
Area-25,9,30/01/2024,1,1,0,17
Area-25,10,03/01/2024,1,2,0,17
Area-25,10,07/01/2024,1,6,1,17
Area-25,10,09/01/2024,1,1,0,17
Area-25,10,14/01/2024,1,6,1,17
Area-25,10,17/01/2024,1,2,0,17
Area-25,10,26/01/2024,1,4,0,17
Area-25,10,27/01/2024,1,5,1,17
Area-25,10,30/01/2024,1,1,0,17
Area-25,11,01/01/2024,1,0,0,17
Area-25,11,08/01/2024,1,0,0,17
Area-25,11,15/01/2024,1,0,0,17
Area-25,11,18/01/2024,3,3,0,17
Area-25,11,21/01/2024,2,6,1,17
Area-25,11,24/01/2024,1,2,0,17
Area-25,11,25/01/2024,1,3,0,17
Area-25,11,27/01/2024,1,5,1,17
Area-25,11,29/01/2024,1,0,0,17
Area-25,12,03/01/2024,1,2,0,17
Area-25,12,07/01/2024,1,6,1,17
Area-25,12,09/01/2024,1,1,0,17
Area-25,12,11/01/2024,1,3,0,17
Area-25,12,12/01/2024,1,4,0,17
Area-25,12,15/01/2024,2,0,0,17
Area-25,12,22/01/2024,1,0,0,17
Area-25,12,23/01/2024,1,1,0,17
Area-25,12,27/01/2024,1,5,1,17
Area-25,12,30/01/2024,2,1,0,17
Area-25,13,03/01/2024,1,2,0,17
Area-25,13,04/01/2024,1,3,0,17
Area-25,13,07/01/2024,2,6,1,17
Area-25,13,11/01/2024,1,3,0,17
Area-25,13,13/01/2024,1,5,1,17
Area-25,13,21/01/2024,1,6,1,17
Area-25,13,24/01/2024,1,2,0,17
Area-25,13,25/01/2024,1,3,0,17
Area-25,14,01/01/2024,1,0,0,17
Area-25,14,05/01/2024,1,4,0,17
Area-25,14,06/01/2024,1,5,1,17
Area-25,14,10/01/2024,1,2,0,17
Area-25,14,14/01/2024,1,6,1,17
Area-25,14,15/01/2024,1,0,0,17
Area-25,14,17/01/2024,1,2,0,17
Area-25,14,18/01/2024,1,3,0,17
Area-25,14,20/01/2024,2,5,1,17
Area-25,14,21/01/2024,1,6,1,17
Area-25,14,25/01/2024,1,3,0,17
Area-25,14,28/01/2024,1,6,1,17
Area-25,15,02/01/2024,2,1,0,17
Area-25,15,03/01/2024,1,2,0,17
Area-25,15,06/01/2024,2,5,1,17
Area-25,15,07/01/2024,1,6,1,17
Area-25,15,11/01/2024,1,3,0,17
Area-25,15,13/01/2024,1,5,1,17
Area-25,15,14/01/2024,1,6,1,17
Area-25,15,18/01/2024,1,3,0,17
Area-25,15,19/01/2024,1,4,0,17
Area-25,15,20/01/2024,1,5,1,17
Area-25,15,21/01/2024,1,6,1,17
Area-25,15,26/01/2024,1,4,0,17
Area-25,15,27/01/2024,1,5,1,17
Area-25,16,07/01/2024,2,6,1,17
Area-25,16,12/01/2024,1,4,0,17
Area-25,16,17/01/2024,1,2,0,17
Area-25,16,21/01/2024,1,6,1,17
Area-25,16,22/01/2024,1,0,0,17
Area-25,16,23/01/2024,1,1,0,17
Area-25,16,28/01/2024,2,6,1,17
Area-25,16,30/01/2024,1,1,0,17
Area-25,17,09/01/2024,1,1,0,17
Area-25,17,10/01/2024,1,2,0,17
Area-25,17,15/01/2024,1,0,0,17
Area-25,17,18/01/2024,2,3,0,17
Area-25,17,19/01/2024,1,4,0,17
Area-25,17,22/01/2024,1,0,0,17
Area-25,17,28/01/2024,1,6,1,17
Area-25,17,29/01/2024,1,0,0,17
Area-25,17,30/01/2024,1,1,0,17
Area-25,18,03/01/2024,3,2,0,17
Area-25,18,07/01/2024,1,6,1,17
Area-25,18,09/01/2024,2,1,0,17
Area-25,18,13/01/2024,1,5,1,17
Area-25,18,15/01/2024,1,0,0,17
Area-25,18,16/01/2024,1,1,0,17
Area-25,18,20/01/2024,1,5,1,17
Area-25,18,26/01/2024,1,4,0,17
Area-25,18,27/01/2024,1,5,1,17
Area-25,18,28/01/2024,1,6,1,17
Area-25,19,06/01/2024,1,5,1,17
Area-25,19,09/01/2024,3,1,0,17
Area-25,19,12/01/2024,1,4,0,17
Area-25,19,13/01/2024,2,5,1,17
Area-25,19,16/01/2024,1,1,0,17
Area-25,19,17/01/2024,2,2,0,17
Area-25,19,19/01/2024,1,4,0,17
Area-25,19,21/01/2024,1,6,1,17
Area-25,19,22/01/2024,1,0,0,17
Area-25,19,24/01/2024,1,2,0,17
Area-25,20,02/01/2024,1,1,0,17
Area-25,20,13/01/2024,1,5,1,17
Area-25,20,16/01/2024,1,1,0,17
Area-25,20,17/01/2024,1,2,0,17
Area-25,20,22/01/2024,1,0,0,17
Area-25,20,24/01/2024,1,2,0,17
Area-25,21,03/01/2024,2,2,0,17
Area-25,21,06/01/2024,1,5,1,17
Area-25,21,11/01/2024,1,3,0,17
Area-25,21,14/01/2024,1,6,1,17
Area-25,21,18/01/2024,1,3,0,17
Area-25,21,23/01/2024,1,1,0,17
Area-25,21,24/01/2024,1,2,0,17
Area-25,21,27/01/2024,1,5,1,17
Area-25,22,10/01/2024,1,2,0,17
Area-25,22,25/01/2024,1,3,0,17
Area-25,22,27/01/2024,1,5,1,17
Area-25,22,29/01/2024,1,0,0,17
Area-25,23,08/01/2024,1,0,0,17
Area-25,23,09/01/2024,1,1,0,17
Area-25,23,12/01/2024,1,4,0,17
Area-25,23,16/01/2024,1,1,0,17
Area-25,23,19/01/2024,1,4,0,17
Area-25,23,22/01/2024,1,0,0,17
Area-25,23,26/01/2024,1,4,0,17
Area-25,23,28/01/2024,1,6,1,17
Area-25,23,30/01/2024,2,1,0,17
Area-26,0,03/01/2024,1,2,0,18
Area-26,0,09/01/2024,1,1,0,18
Area-26,0,11/01/2024,1,3,0,18
Area-26,0,14/01/2024,1,6,1,18
Area-26,0,30/01/2024,1,1,0,18
Area-26,1,02/01/2024,1,1,0,18
Area-26,1,07/01/2024,1,6,1,18
Area-26,1,08/01/2024,1,0,0,18
Area-26,1,17/01/2024,1,2,0,18
Area-26,1,20/01/2024,1,5,1,18
Area-26,1,21/01/2024,2,6,1,18
Area-26,1,24/01/2024,1,2,0,18
Area-26,1,25/01/2024,1,3,0,18
Area-26,1,30/01/2024,1,1,0,18
Area-26,2,01/01/2024,1,0,0,18
Area-26,2,04/01/2024,1,3,0,18
Area-26,2,05/01/2024,1,4,0,18
Area-26,2,10/01/2024,1,2,0,18
Area-26,2,11/01/2024,1,3,0,18
Area-26,2,12/01/2024,1,4,0,18
Area-26,2,13/01/2024,1,5,1,18
Area-26,2,15/01/2024,1,0,0,18
Area-26,2,16/01/2024,1,1,0,18
Area-26,2,19/01/2024,2,4,0,18
Area-26,2,21/01/2024,1,6,1,18
Area-26,2,28/01/2024,1,6,1,18
Area-26,2,29/01/2024,1,0,0,18
Area-26,3,01/01/2024,1,0,0,18
Area-26,3,05/01/2024,1,4,0,18
Area-26,3,06/01/2024,1,5,1,18
Area-26,3,08/01/2024,1,0,0,18
Area-26,3,09/01/2024,1,1,0,18
Area-26,3,11/01/2024,1,3,0,18
Area-26,3,24/01/2024,1,2,0,18
Area-26,3,26/01/2024,1,4,0,18
Area-26,3,27/01/2024,1,5,1,18
Area-26,3,29/01/2024,1,0,0,18
Area-26,4,04/01/2024,1,3,0,18
Area-26,4,07/01/2024,1,6,1,18
Area-26,4,11/01/2024,1,3,0,18
Area-26,4,12/01/2024,1,4,0,18
Area-26,4,13/01/2024,1,5,1,18
Area-26,4,15/01/2024,1,0,0,18
Area-26,4,19/01/2024,1,4,0,18
Area-26,4,23/01/2024,1,1,0,18
Area-26,4,24/01/2024,1,2,0,18
Area-26,4,26/01/2024,1,4,0,18
Area-26,4,27/01/2024,1,5,1,18
Area-26,4,28/01/2024,1,6,1,18
Area-26,4,29/01/2024,1,0,0,18
Area-26,5,01/01/2024,1,0,0,18
Area-26,5,02/01/2024,2,1,0,18
Area-26,5,04/01/2024,3,3,0,18
Area-26,5,09/01/2024,1,1,0,18
Area-26,5,10/01/2024,1,2,0,18
Area-26,5,13/01/2024,1,5,1,18
Area-26,5,19/01/2024,1,4,0,18
Area-26,5,21/01/2024,1,6,1,18
Area-26,5,22/01/2024,2,0,0,18
Area-26,5,25/01/2024,1,3,0,18
Area-26,6,01/01/2024,1,0,0,18
Area-26,6,07/01/2024,1,6,1,18
Area-26,6,09/01/2024,1,1,0,18
Area-26,6,12/01/2024,1,4,0,18
Area-26,6,17/01/2024,1,2,0,18
Area-26,6,24/01/2024,1,2,0,18
Area-26,6,26/01/2024,1,4,0,18
Area-26,7,01/01/2024,2,0,0,18
Area-26,7,02/01/2024,1,1,0,18
Area-26,7,03/01/2024,1,2,0,18
Area-26,7,04/01/2024,1,3,0,18
Area-26,7,05/01/2024,2,4,0,18
Area-26,7,07/01/2024,1,6,1,18
Area-26,7,10/01/2024,1,2,0,18
Area-26,7,13/01/2024,1,5,1,18
Area-26,7,16/01/2024,1,1,0,18
Area-26,7,17/01/2024,1,2,0,18
Area-26,7,19/01/2024,1,4,0,18
Area-26,7,20/01/2024,2,5,1,18
Area-26,7,23/01/2024,2,1,0,18
Area-26,7,27/01/2024,1,5,1,18
Area-26,7,29/01/2024,1,0,0,18
Area-26,8,15/01/2024,1,0,0,18
Area-26,8,17/01/2024,2,2,0,18
Area-26,8,20/01/2024,2,5,1,18
Area-26,8,24/01/2024,1,2,0,18
Area-26,8,27/01/2024,1,5,1,18
Area-26,9,01/01/2024,1,0,0,18
Area-26,9,02/01/2024,1,1,0,18
Area-26,9,04/01/2024,1,3,0,18
Area-26,9,06/01/2024,1,5,1,18
Area-26,9,07/01/2024,1,6,1,18
Area-26,9,09/01/2024,2,1,0,18
Area-26,9,16/01/2024,2,1,0,18
Area-26,9,19/01/2024,1,4,0,18
Area-26,9,20/01/2024,1,5,1,18
Area-26,9,24/01/2024,2,2,0,18
Area-26,9,27/01/2024,1,5,1,18
Area-26,9,30/01/2024,1,1,0,18
Area-26,10,01/01/2024,1,0,0,18
Area-26,10,04/01/2024,1,3,0,18
Area-26,10,09/01/2024,1,1,0,18
Area-26,10,11/01/2024,1,3,0,18
Area-26,10,12/01/2024,1,4,0,18
Area-26,10,13/01/2024,1,5,1,18
Area-26,10,21/01/2024,1,6,1,18
Area-26,11,01/01/2024,1,0,0,18
Area-26,11,03/01/2024,1,2,0,18
Area-26,11,04/01/2024,1,3,0,18
Area-26,11,07/01/2024,1,6,1,18
Area-26,11,09/01/2024,1,1,0,18
Area-26,11,15/01/2024,1,0,0,18
Area-26,11,18/01/2024,1,3,0,18
Area-26,11,21/01/2024,2,6,1,18
Area-26,11,26/01/2024,1,4,0,18
Area-26,11,27/01/2024,1,5,1,18
Area-26,11,28/01/2024,2,6,1,18
Area-26,11,29/01/2024,1,0,0,18
Area-26,12,07/01/2024,1,6,1,18
Area-26,12,09/01/2024,2,1,0,18
Area-26,12,14/01/2024,2,6,1,18
Area-26,12,22/01/2024,1,0,0,18
Area-26,12,24/01/2024,1,2,0,18
Area-26,12,30/01/2024,2,1,0,18
Area-26,13,01/01/2024,1,0,0,18
Area-26,13,03/01/2024,1,2,0,18
Area-26,13,09/01/2024,1,1,0,18
Area-26,13,15/01/2024,1,0,0,18
Area-26,13,20/01/2024,1,5,1,18
Area-26,13,23/01/2024,1,1,0,18
Area-26,13,26/01/2024,1,4,0,18
Area-26,14,04/01/2024,2,3,0,18
Area-26,14,07/01/2024,1,6,1,18
Area-26,14,11/01/2024,1,3,0,18
Area-26,14,14/01/2024,3,6,1,18
Area-26,14,15/01/2024,2,0,0,18
Area-26,14,18/01/2024,1,3,0,18
Area-26,14,22/01/2024,1,0,0,18
Area-26,14,24/01/2024,1,2,0,18
Area-26,14,28/01/2024,1,6,1,18
Area-26,14,29/01/2024,2,0,0,18
Area-26,14,30/01/2024,1,1,0,18
Area-26,15,01/01/2024,1,0,0,18
Area-26,15,02/01/2024,1,1,0,18
Area-26,15,05/01/2024,2,4,0,18
Area-26,15,08/01/2024,1,0,0,18
Area-26,15,11/01/2024,1,3,0,18
Area-26,15,13/01/2024,3,5,1,18
Area-26,15,16/01/2024,1,1,0,18
Area-26,15,17/01/2024,1,2,0,18
Area-26,15,18/01/2024,1,3,0,18
Area-26,15,25/01/2024,1,3,0,18
Area-26,16,01/01/2024,1,0,0,18
Area-26,16,03/01/2024,1,2,0,18
Area-26,16,06/01/2024,2,5,1,18
Area-26,16,12/01/2024,2,4,0,18
Area-26,16,13/01/2024,1,5,1,18
Area-26,16,14/01/2024,1,6,1,18
Area-26,16,17/01/2024,1,2,0,18
Area-26,16,26/01/2024,2,4,0,18
Area-26,17,02/01/2024,1,1,0,18
Area-26,17,05/01/2024,1,4,0,18
Area-26,17,07/01/2024,1,6,1,18
Area-26,17,15/01/2024,2,0,0,18
Area-26,17,22/01/2024,2,0,0,18
Area-26,17,23/01/2024,1,1,0,18
Area-26,17,29/01/2024,1,0,0,18
Area-26,18,02/01/2024,1,1,0,18
Area-26,18,03/01/2024,2,2,0,18
Area-26,18,04/01/2024,1,3,0,18
Area-26,18,05/01/2024,1,4,0,18
Area-26,18,10/01/2024,1,2,0,18
Area-26,18,12/01/2024,1,4,0,18
Area-26,18,14/01/2024,2,6,1,18
Area-26,18,15/01/2024,1,0,0,18
Area-26,18,16/01/2024,1,1,0,18
Area-26,18,18/01/2024,1,3,0,18
Area-26,18,19/01/2024,1,4,0,18
Area-26,18,22/01/2024,2,0,0,18
Area-26,18,23/01/2024,1,1,0,18
Area-26,18,24/01/2024,1,2,0,18
Area-26,19,01/01/2024,2,0,0,18
Area-26,19,02/01/2024,1,1,0,18
Area-26,19,08/01/2024,1,0,0,18
Area-26,19,10/01/2024,1,2,0,18
Area-26,19,17/01/2024,1,2,0,18
Area-26,19,20/01/2024,1,5,1,18
Area-26,19,21/01/2024,1,6,1,18
Area-26,19,24/01/2024,1,2,0,18
Area-26,19,25/01/2024,1,3,0,18
Area-26,19,26/01/2024,1,4,0,18
Area-26,19,27/01/2024,2,5,1,18
Area-26,19,30/01/2024,1,1,0,18
Area-26,20,03/01/2024,1,2,0,18
Area-26,20,05/01/2024,1,4,0,18
Area-26,20,06/01/2024,1,5,1,18
Area-26,20,11/01/2024,1,3,0,18
Area-26,20,12/01/2024,1,4,0,18
Area-26,20,16/01/2024,1,1,0,18
Area-26,20,18/01/2024,1,3,0,18
Area-26,20,22/01/2024,1,0,0,18
Area-26,20,23/01/2024,1,1,0,18
Area-26,20,25/01/2024,1,3,0,18
Area-26,20,26/01/2024,1,4,0,18
Area-26,21,03/01/2024,1,2,0,18
Area-26,21,09/01/2024,1,1,0,18
Area-26,21,11/01/2024,2,3,0,18
Area-26,21,14/01/2024,2,6,1,18
Area-26,21,15/01/2024,1,0,0,18
Area-26,21,16/01/2024,1,1,0,18
Area-26,21,19/01/2024,1,4,0,18
Area-26,21,20/01/2024,1,5,1,18
Area-26,21,25/01/2024,3,3,0,18
Area-26,21,26/01/2024,2,4,0,18
Area-26,21,29/01/2024,1,0,0,18
Area-26,22,03/01/2024,1,2,0,18
Area-26,22,05/01/2024,1,4,0,18
Area-26,22,07/01/2024,2,6,1,18
Area-26,22,10/01/2024,1,2,0,18
Area-26,22,13/01/2024,1,5,1,18
Area-26,22,17/01/2024,1,2,0,18
Area-26,22,24/01/2024,1,2,0,18
Area-26,22,26/01/2024,1,4,0,18
Area-26,22,29/01/2024,1,0,0,18
Area-26,23,01/01/2024,1,0,0,18
Area-26,23,02/01/2024,1,1,0,18
Area-26,23,05/01/2024,1,4,0,18
Area-26,23,06/01/2024,2,5,1,18
Area-26,23,07/01/2024,1,6,1,18
Area-26,23,08/01/2024,2,0,0,18
Area-26,23,10/01/2024,2,2,0,18
Area-26,23,11/01/2024,1,3,0,18
Area-26,23,14/01/2024,1,6,1,18
Area-26,23,17/01/2024,2,2,0,18
Area-26,23,20/01/2024,1,5,1,18
Area-26,23,21/01/2024,3,6,1,18
Area-26,23,22/01/2024,1,0,0,18
Area-26,23,23/01/2024,1,1,0,18
Area-26,23,25/01/2024,1,3,0,18
Area-26,23,26/01/2024,1,4,0,18
Area-26,23,30/01/2024,1,1,0,18
Area-27,0,01/01/2024,1,0,0,19
Area-27,0,02/01/2024,1,1,0,19
Area-27,0,04/01/2024,1,3,0,19
Area-27,0,06/01/2024,1,5,1,19
Area-27,0,07/01/2024,1,6,1,19
Area-27,0,08/01/2024,1,0,0,19
Area-27,0,11/01/2024,1,3,0,19
Area-27,0,12/01/2024,1,4,0,19
Area-27,0,23/01/2024,1,1,0,19
Area-27,0,27/01/2024,1,5,1,19
Area-27,1,01/01/2024,1,0,0,19
Area-27,1,04/01/2024,1,3,0,19
Area-27,1,05/01/2024,2,4,0,19
Area-27,1,06/01/2024,1,5,1,19
Area-27,1,08/01/2024,1,0,0,19
Area-27,1,11/01/2024,1,3,0,19
Area-27,1,12/01/2024,1,4,0,19
Area-27,1,13/01/2024,1,5,1,19
Area-27,1,23/01/2024,1,1,0,19
Area-27,1,26/01/2024,1,4,0,19
Area-27,1,28/01/2024,1,6,1,19
Area-27,2,04/01/2024,1,3,0,19
Area-27,2,07/01/2024,1,6,1,19
Area-27,2,10/01/2024,1,2,0,19
Area-27,2,15/01/2024,1,0,0,19
Area-27,2,19/01/2024,1,4,0,19
Area-27,2,24/01/2024,1,2,0,19
Area-27,2,25/01/2024,1,3,0,19
Area-27,2,28/01/2024,1,6,1,19
Area-27,3,04/01/2024,1,3,0,19
Area-27,3,05/01/2024,1,4,0,19
Area-27,3,10/01/2024,1,2,0,19
Area-27,3,14/01/2024,1,6,1,19
Area-27,3,15/01/2024,1,0,0,19
Area-27,3,16/01/2024,2,1,0,19
Area-27,3,20/01/2024,1,5,1,19
Area-27,3,21/01/2024,1,6,1,19
Area-27,3,22/01/2024,1,0,0,19
Area-27,3,25/01/2024,1,3,0,19
Area-27,3,26/01/2024,1,4,0,19
Area-27,3,30/01/2024,1,1,0,19
Area-27,4,04/01/2024,2,3,0,19
Area-27,4,06/01/2024,1,5,1,19
Area-27,4,08/01/2024,1,0,0,19
Area-27,4,12/01/2024,2,4,0,19
Area-27,4,13/01/2024,1,5,1,19
Area-27,4,14/01/2024,1,6,1,19
Area-27,4,15/01/2024,1,0,0,19
Area-27,4,20/01/2024,1,5,1,19
Area-27,4,21/01/2024,2,6,1,19
Area-27,4,23/01/2024,1,1,0,19
Area-27,4,29/01/2024,1,0,0,19
Area-27,5,09/01/2024,1,1,0,19
Area-27,5,10/01/2024,3,2,0,19
Area-27,5,14/01/2024,2,6,1,19
Area-27,5,20/01/2024,1,5,1,19
Area-27,5,22/01/2024,1,0,0,19
Area-27,5,29/01/2024,1,0,0,19
Area-27,6,07/01/2024,1,6,1,19
Area-27,6,09/01/2024,1,1,0,19
Area-27,6,10/01/2024,1,2,0,19
Area-27,6,12/01/2024,1,4,0,19
Area-27,6,15/01/2024,1,0,0,19
Area-27,6,16/01/2024,2,1,0,19
Area-27,6,20/01/2024,1,5,1,19
Area-27,7,01/01/2024,1,0,0,19
Area-27,7,03/01/2024,1,2,0,19
Area-27,7,04/01/2024,1,3,0,19
Area-27,7,05/01/2024,2,4,0,19
Area-27,7,07/01/2024,1,6,1,19
Area-27,7,13/01/2024,1,5,1,19
Area-27,7,15/01/2024,1,0,0,19
Area-27,7,18/01/2024,1,3,0,19
Area-27,7,23/01/2024,1,1,0,19
Area-27,7,27/01/2024,1,5,1,19
Area-27,7,29/01/2024,1,0,0,19
Area-27,8,03/01/2024,2,2,0,19
Area-27,8,09/01/2024,1,1,0,19
Area-27,8,14/01/2024,1,6,1,19
Area-27,8,15/01/2024,1,0,0,19
Area-27,8,16/01/2024,1,1,0,19
Area-27,8,20/01/2024,1,5,1,19
Area-27,8,22/01/2024,1,0,0,19
Area-27,8,24/01/2024,1,2,0,19
Area-27,8,25/01/2024,1,3,0,19
Area-27,8,28/01/2024,1,6,1,19
Area-27,9,01/01/2024,1,0,0,19
Area-27,9,02/01/2024,1,1,0,19
Area-27,9,05/01/2024,1,4,0,19
Area-27,9,16/01/2024,1,1,0,19
Area-27,9,17/01/2024,1,2,0,19
Area-27,9,18/01/2024,1,3,0,19
Area-27,9,21/01/2024,1,6,1,19
Area-27,9,24/01/2024,1,2,0,19
Area-27,9,29/01/2024,2,0,0,19
Area-27,10,06/01/2024,1,5,1,19
Area-27,10,10/01/2024,2,2,0,19
Area-27,10,14/01/2024,1,6,1,19
Area-27,10,16/01/2024,1,1,0,19
Area-27,10,17/01/2024,1,2,0,19
Area-27,10,18/01/2024,1,3,0,19
Area-27,10,20/01/2024,1,5,1,19
Area-27,10,21/01/2024,1,6,1,19
Area-27,10,22/01/2024,1,0,0,19
Area-27,10,29/01/2024,1,0,0,19
Area-27,11,04/01/2024,2,3,0,19
Area-27,11,06/01/2024,1,5,1,19
Area-27,11,07/01/2024,1,6,1,19
Area-27,11,14/01/2024,1,6,1,19
Area-27,11,16/01/2024,3,1,0,19
Area-27,11,17/01/2024,1,2,0,19
Area-27,11,20/01/2024,1,5,1,19
Area-27,11,21/01/2024,1,6,1,19
Area-27,11,24/01/2024,1,2,0,19
Area-27,11,25/01/2024,1,3,0,19
Area-27,11,27/01/2024,1,5,1,19
Area-27,12,05/01/2024,2,4,0,19
Area-27,12,09/01/2024,1,1,0,19
Area-27,12,15/01/2024,2,0,0,19
Area-27,12,19/01/2024,1,4,0,19
Area-27,12,21/01/2024,1,6,1,19
Area-27,12,25/01/2024,2,3,0,19
Area-27,12,29/01/2024,2,0,0,19
Area-27,13,05/01/2024,1,4,0,19
Area-27,13,07/01/2024,2,6,1,19
Area-27,13,11/01/2024,1,3,0,19
Area-27,13,12/01/2024,2,4,0,19
Area-27,13,16/01/2024,1,1,0,19
Area-27,13,19/01/2024,2,4,0,19
Area-27,13,22/01/2024,1,0,0,19
Area-27,13,25/01/2024,2,3,0,19
Area-27,13,30/01/2024,1,1,0,19
Area-27,14,02/01/2024,3,1,0,19
Area-27,14,06/01/2024,1,5,1,19
Area-27,14,07/01/2024,1,6,1,19
Area-27,14,09/01/2024,1,1,0,19
Area-27,14,12/01/2024,1,4,0,19
Area-27,14,19/01/2024,2,4,0,19
Area-27,14,22/01/2024,2,0,0,19
Area-27,15,02/01/2024,1,1,0,19
Area-27,15,04/01/2024,1,3,0,19
Area-27,15,05/01/2024,1,4,0,19
Area-27,15,06/01/2024,1,5,1,19
Area-27,15,08/01/2024,1,0,0,19
Area-27,15,09/01/2024,1,1,0,19
Area-27,15,11/01/2024,1,3,0,19
Area-27,15,13/01/2024,1,5,1,19
Area-27,15,14/01/2024,1,6,1,19
Area-27,15,16/01/2024,1,1,0,19
Area-27,15,18/01/2024,1,3,0,19
Area-27,15,23/01/2024,1,1,0,19
Area-27,15,24/01/2024,2,2,0,19
Area-27,15,27/01/2024,1,5,1,19
Area-27,15,28/01/2024,2,6,1,19
Area-27,15,29/01/2024,2,0,0,19
Area-27,16,01/01/2024,1,0,0,19
Area-27,16,03/01/2024,1,2,0,19
Area-27,16,04/01/2024,1,3,0,19
Area-27,16,05/01/2024,1,4,0,19
Area-27,16,09/01/2024,1,1,0,19
Area-27,16,11/01/2024,1,3,0,19
Area-27,16,13/01/2024,1,5,1,19
Area-27,16,14/01/2024,1,6,1,19
Area-27,16,15/01/2024,1,0,0,19
Area-27,16,24/01/2024,1,2,0,19
Area-27,17,04/01/2024,1,3,0,19
Area-27,17,05/01/2024,1,4,0,19
Area-27,17,07/01/2024,1,6,1,19
Area-27,17,09/01/2024,1,1,0,19
Area-27,17,12/01/2024,3,4,0,19
Area-27,17,14/01/2024,2,6,1,19
Area-27,17,16/01/2024,1,1,0,19
Area-27,17,17/01/2024,2,2,0,19
Area-27,17,20/01/2024,2,5,1,19
Area-27,17,21/01/2024,2,6,1,19
Area-27,17,22/01/2024,1,0,0,19
Area-27,17,28/01/2024,1,6,1,19
Area-27,17,29/01/2024,1,0,0,19
Area-27,17,30/01/2024,1,1,0,19
Area-27,18,02/01/2024,1,1,0,19
Area-27,18,14/01/2024,1,6,1,19
Area-27,18,18/01/2024,1,3,0,19
Area-27,18,19/01/2024,1,4,0,19
Area-27,18,21/01/2024,1,6,1,19
Area-27,18,22/01/2024,1,0,0,19
Area-27,18,25/01/2024,1,3,0,19
Area-27,18,27/01/2024,1,5,1,19
Area-27,19,01/01/2024,1,0,0,19
Area-27,19,04/01/2024,2,3,0,19
Area-27,19,05/01/2024,1,4,0,19
Area-27,19,06/01/2024,1,5,1,19
Area-27,19,07/01/2024,2,6,1,19
Area-27,19,11/01/2024,1,3,0,19
Area-27,19,13/01/2024,1,5,1,19
Area-27,19,15/01/2024,1,0,0,19
Area-27,19,18/01/2024,1,3,0,19
Area-27,19,22/01/2024,1,0,0,19
Area-27,19,25/01/2024,1,3,0,19
Area-27,19,27/01/2024,1,5,1,19
Area-27,19,29/01/2024,1,0,0,19
Area-27,19,30/01/2024,1,1,0,19
Area-27,20,02/01/2024,1,1,0,19
Area-27,20,05/01/2024,1,4,0,19
Area-27,20,06/01/2024,1,5,1,19
Area-27,20,08/01/2024,1,0,0,19
Area-27,20,09/01/2024,1,1,0,19
Area-27,20,10/01/2024,1,2,0,19
Area-27,20,11/01/2024,1,3,0,19
Area-27,20,12/01/2024,1,4,0,19
Area-27,20,14/01/2024,2,6,1,19
Area-27,20,16/01/2024,1,1,0,19
Area-27,20,21/01/2024,1,6,1,19
Area-27,20,24/01/2024,2,2,0,19
Area-27,21,08/01/2024,1,0,0,19
Area-27,21,18/01/2024,1,3,0,19
Area-27,21,19/01/2024,1,4,0,19
Area-27,21,23/01/2024,1,1,0,19
Area-27,21,24/01/2024,2,2,0,19
Area-27,21,29/01/2024,1,0,0,19
Area-27,22,01/01/2024,1,0,0,19
Area-27,22,05/01/2024,1,4,0,19
Area-27,22,07/01/2024,1,6,1,19
Area-27,22,17/01/2024,1,2,0,19
Area-27,22,20/01/2024,1,5,1,19
Area-27,22,21/01/2024,1,6,1,19
